Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-08-12 18:00:00,Belgium,Belgium,BE,41.35,66.85,90.46,39.65,entsoe.eu,false,
2023-08-12 19:00:00,Belgium,Belgium,BE,47.36,73.82,89.26,38.19,entsoe.eu,false,
2023-08-12 20:00:00,Belgium,Belgium,BE,61.95,91.36,86.58,37.73,entsoe.eu,false,
2023-08-12 21:00:00,Belgium,Belgium,BE,61.56,91.71,86.06,37.55,entsoe.eu,false,
2023-08-12 22:00:00,Belgium,Belgium,BE,53.97,82.55,87.84,38.44,entsoe.eu,false,
2023-08-12 23:00:00,Belgium,Belgium,BE,38.47,63.73,90.99,39.36,entsoe.eu,false,
2023-08-13 00:00:00,Belgium,Belgium,BE,25.93,48.7,93.37,38.73,entsoe.eu,false,
2023-08-13 01:00:00,Belgium,Belgium,BE,26.86,49.98,93.14,36.5,entsoe.eu,false,
2023-08-13 02:00:00,Belgium,Belgium,BE,31.77,55.98,92.16,35.8,entsoe.eu,false,
2023-08-13 03:00:00,Belgium,Belgium,BE,34.77,59.65,91.53,33.51,entsoe.eu,false,
2023-08-13 04:00:00,Belgium,Belgium,BE,39.59,65.82,90.34,31.7,entsoe.eu,false,
2023-08-13 05:00:00,Belgium,Belgium,BE,31.94,56.8,92.17,30.13,entsoe.eu,false,
2023-08-13 06:00:00,Belgium,Belgium,BE,36.15,63.84,92.16,34.87,entsoe.eu,false,
2023-08-13 07:00:00,Belgium,Belgium,BE,36.3,65.93,92.41,39.86,entsoe.eu,false,
2023-08-13 08:00:00,Belgium,Belgium,BE,44.41,77.15,90.5,46.29,entsoe.eu,false,
2023-08-13 09:00:00,Belgium,Belgium,BE,43.38,77.08,90.67,51.83,entsoe.eu,false,
2023-08-13 10:00:00,Belgium,Belgium,BE,36.55,68.36,92.07,55.3,entsoe.eu,false,
2023-08-13 11:00:00,Belgium,Belgium,BE,30.71,61.54,93.2,55.74,entsoe.eu,false,
2023-08-13 12:00:00,Belgium,Belgium,BE,21.72,50.65,94.92,54.86,entsoe.eu,false,
2023-08-13 13:00:00,Belgium,Belgium,BE,14.93,42.18,96.24,55.11,entsoe.eu,false,
2023-08-13 14:00:00,Belgium,Belgium,BE,14.24,40.9,96.33,53.41,entsoe.eu,false,
2023-08-13 15:00:00,Belgium,Belgium,BE,16.94,42.0,95.67,47.63,entsoe.eu,false,
2023-08-13 16:00:00,Belgium,Belgium,BE,28.91,56.37,92.57,43.41,entsoe.eu,false,
2023-08-13 17:00:00,Belgium,Belgium,BE,57.19,90.03,85.32,34.21,entsoe.eu,false,
2023-08-13 18:00:00,Belgium,Belgium,BE,80.56,116.92,80.28,26.82,entsoe.eu,false,
2023-08-13 19:00:00,Belgium,Belgium,BE,92.92,132.4,77.27,22.54,entsoe.eu,false,
2023-08-13 20:00:00,Belgium,Belgium,BE,105.37,147.46,74.8,20.41,entsoe.eu,false,
2023-08-13 21:00:00,Belgium,Belgium,BE,97.35,138.34,76.03,21.05,entsoe.eu,false,
2023-08-13 22:00:00,Belgium,Belgium,BE,57.07,88.13,85.32,21.93,entsoe.eu,false,
2023-08-13 23:00:00,Belgium,Belgium,BE,49.22,78.11,87.32,20.62,entsoe.eu,false,
2023-08-14 00:00:00,Belgium,Belgium,BE,56.1,87.09,85.54,16.89,entsoe.eu,false,
2023-08-14 01:00:00,Belgium,Belgium,BE,50.73,80.29,86.99,13.39,entsoe.eu,false,
2023-08-14 02:00:00,Belgium,Belgium,BE,54.16,84.59,86.11,12.22,entsoe.eu,false,
2023-08-14 03:00:00,Belgium,Belgium,BE,59.64,91.94,84.61,13.6,entsoe.eu,false,
2023-08-14 04:00:00,Belgium,Belgium,BE,59.57,92.14,84.63,15.52,entsoe.eu,false,
2023-08-14 05:00:00,Belgium,Belgium,BE,49.48,79.59,87.3,21.18,entsoe.eu,false,
2023-08-14 06:00:00,Belgium,Belgium,BE,38.79,67.39,90.09,30.71,entsoe.eu,false,
2023-08-14 07:00:00,Belgium,Belgium,BE,68.8,105.41,85.45,39.48,entsoe.eu,false,
2023-08-14 08:00:00,Belgium,Belgium,BE,71.69,113.69,84.26,45.35,entsoe.eu,false,
2023-08-14 09:00:00,Belgium,Belgium,BE,60.55,100.79,87.09,51.95,entsoe.eu,false,
2023-08-14 10:00:00,Belgium,Belgium,BE,56.11,95.99,88.06,54.98,entsoe.eu,false,
2023-08-14 11:00:00,Belgium,Belgium,BE,55.35,95.58,88.13,54.47,entsoe.eu,false,
2023-08-14 12:00:00,Belgium,Belgium,BE,56.85,97.47,87.67,53.57,entsoe.eu,false,
2023-08-14 13:00:00,Belgium,Belgium,BE,56.87,97.03,87.45,50.3,entsoe.eu,false,
2023-08-14 14:00:00,Belgium,Belgium,BE,53.69,90.71,88.13,44.41,entsoe.eu,false,
2023-08-14 15:00:00,Belgium,Belgium,BE,64.03,101.41,85.87,38.35,entsoe.eu,false,
2023-08-14 16:00:00,Belgium,Belgium,BE,85.09,126.21,80.93,31.32,entsoe.eu,false,
2023-08-14 17:00:00,Belgium,Belgium,BE,121.28,171.06,71.8,22.66,entsoe.eu,false,
2023-08-14 18:00:00,Belgium,Belgium,BE,135.49,186.18,69.34,20.02,entsoe.eu,false,
2023-08-14 19:00:00,Belgium,Belgium,BE,125.83,173.27,71.86,17.71,entsoe.eu,false,
2023-08-14 20:00:00,Belgium,Belgium,BE,137.17,187.81,69.68,17.79,entsoe.eu,false,
2023-08-14 21:00:00,Belgium,Belgium,BE,149.55,203.92,67.34,18.87,entsoe.eu,false,
2023-08-14 22:00:00,Belgium,Belgium,BE,65.28,99.54,83.12,20.05,entsoe.eu,false,
2023-08-14 23:00:00,Belgium,Belgium,BE,64.65,98.04,84.32,21.74,entsoe.eu,false,
2023-08-15 00:00:00,Belgium,Belgium,BE,64.94,98.24,84.24,18.74,entsoe.eu,false,
2023-08-15 01:00:00,Belgium,Belgium,BE,63.35,97.73,83.59,16.75,entsoe.eu,false,
2023-08-15 02:00:00,Belgium,Belgium,BE,59.47,92.36,84.67,14.99,entsoe.eu,false,
2023-08-15 03:00:00,Belgium,Belgium,BE,63.93,98.49,83.45,14.48,entsoe.eu,false,
2023-08-15 04:00:00,Belgium,Belgium,BE,65.82,101.09,82.92,14.99,entsoe.eu,false,
2023-08-15 05:00:00,Belgium,Belgium,BE,61.21,95.66,84.12,18.47,entsoe.eu,false,
2023-08-15 06:00:00,Belgium,Belgium,BE,45.3,76.68,88.38,24.59,entsoe.eu,false,
2023-08-15 07:00:00,Belgium,Belgium,BE,38.43,69.22,90.2,32.76,entsoe.eu,false,
2023-08-15 08:00:00,Belgium,Belgium,BE,74.95,116.87,83.21,37.1,entsoe.eu,false,
2023-08-15 09:00:00,Belgium,Belgium,BE,73.73,117.22,83.65,42.44,entsoe.eu,false,
2023-08-15 10:00:00,Belgium,Belgium,BE,78.48,122.89,83.04,45.56,entsoe.eu,false,
2023-08-15 11:00:00,Belgium,Belgium,BE,74.02,117.55,84.13,46.8,entsoe.eu,false,
2023-08-15 12:00:00,Belgium,Belgium,BE,66.32,108.9,85.51,46.67,entsoe.eu,false,
2023-08-15 13:00:00,Belgium,Belgium,BE,71.97,115.99,83.85,43.98,entsoe.eu,false,
2023-08-15 14:00:00,Belgium,Belgium,BE,73.21,116.68,83.31,40.16,entsoe.eu,false,
2023-08-15 15:00:00,Belgium,Belgium,BE,88.29,133.37,79.56,33.76,entsoe.eu,false,
2023-08-15 16:00:00,Belgium,Belgium,BE,114.41,164.45,73.4,25.57,entsoe.eu,false,
2023-08-15 17:00:00,Belgium,Belgium,BE,135.65,189.2,68.53,18.2,entsoe.eu,false,
2023-08-15 18:00:00,Belgium,Belgium,BE,153.67,210.28,64.75,11.37,entsoe.eu,false,
2023-08-15 19:00:00,Belgium,Belgium,BE,154.98,211.28,64.34,9.48,entsoe.eu,false,
2023-08-15 20:00:00,Belgium,Belgium,BE,180.96,240.63,62.44,11.72,entsoe.eu,false,
2023-08-15 21:00:00,Belgium,Belgium,BE,157.42,213.9,64.95,10.42,entsoe.eu,false,
2023-08-15 22:00:00,Belgium,Belgium,BE,107.94,151.65,72.93,8.46,entsoe.eu,false,
2023-08-15 23:00:00,Belgium,Belgium,BE,90.4,130.05,76.8,8.27,entsoe.eu,false,
2023-08-16 00:00:00,Belgium,Belgium,BE,126.85,176.95,70.39,9.06,entsoe.eu,false,
2023-08-16 01:00:00,Belgium,Belgium,BE,147.68,204.87,64.95,8.41,entsoe.eu,false,
2023-08-16 02:00:00,Belgium,Belgium,BE,150.39,208.38,64.09,8.31,entsoe.eu,false,
2023-08-16 03:00:00,Belgium,Belgium,BE,163.2,224.66,60.59,7.79,entsoe.eu,false,
2023-08-16 04:00:00,Belgium,Belgium,BE,169.04,231.57,59.38,8.3,entsoe.eu,false,
2023-08-16 05:00:00,Belgium,Belgium,BE,162.35,222.5,61.57,12.19,entsoe.eu,false,
2023-08-16 06:00:00,Belgium,Belgium,BE,164.18,226.17,61.24,15.78,entsoe.eu,false,
2023-08-16 07:00:00,Belgium,Belgium,BE,156.34,216.52,64.01,22.7,entsoe.eu,false,
2023-08-16 08:00:00,Belgium,Belgium,BE,146.85,206.09,65.8,27.04,entsoe.eu,false,
2023-08-16 09:00:00,Belgium,Belgium,BE,129.0,185.26,69.56,33.26,entsoe.eu,false,
2023-08-16 10:00:00,Belgium,Belgium,BE,110.01,161.66,75.12,40.77,entsoe.eu,false,
2023-08-16 11:00:00,Belgium,Belgium,BE,107.99,159.75,75.45,42.64,entsoe.eu,false,
2023-08-16 12:00:00,Belgium,Belgium,BE,112.88,165.4,74.59,40.85,entsoe.eu,false,
2023-08-16 13:00:00,Belgium,Belgium,BE,115.42,168.13,73.55,36.37,entsoe.eu,false,
2023-08-16 14:00:00,Belgium,Belgium,BE,87.54,131.97,77.55,32.34,entsoe.eu,false,
2023-08-16 15:00:00,Belgium,Belgium,BE,99.74,144.88,74.63,26.23,entsoe.eu,false,
2023-08-16 16:00:00,Belgium,Belgium,BE,108.85,155.1,72.46,23.21,entsoe.eu,false,
2023-08-16 17:00:00,Belgium,Belgium,BE,122.04,170.49,69.51,20.4,entsoe.eu,false,
2023-08-16 18:00:00,Belgium,Belgium,BE,125.91,173.85,68.59,16.46,entsoe.eu,false,
2023-08-16 19:00:00,Belgium,Belgium,BE,134.13,185.53,65.71,14.49,entsoe.eu,false,
2023-08-16 20:00:00,Belgium,Belgium,BE,135.98,186.8,66.16,18.44,entsoe.eu,false,
2023-08-16 21:00:00,Belgium,Belgium,BE,120.05,167.85,69.19,18.97,entsoe.eu,false,
2023-08-16 22:00:00,Belgium,Belgium,BE,77.49,113.11,80.19,21.32,entsoe.eu,false,
2023-08-16 23:00:00,Belgium,Belgium,BE,53.53,82.71,86.61,23.81,entsoe.eu,false,
2023-08-17 00:00:00,Belgium,Belgium,BE,43.26,69.84,88.83,22.45,entsoe.eu,false,
2023-08-17 01:00:00,Belgium,Belgium,BE,46.72,74.16,87.95,21.71,entsoe.eu,false,
2023-08-17 02:00:00,Belgium,Belgium,BE,52.63,81.58,86.74,19.94,entsoe.eu,false,
2023-08-17 03:00:00,Belgium,Belgium,BE,49.39,77.52,87.25,18.9,entsoe.eu,false,
2023-08-17 04:00:00,Belgium,Belgium,BE,55.3,85.64,85.63,19.32,entsoe.eu,false,
2023-08-17 05:00:00,Belgium,Belgium,BE,55.03,85.46,85.71,21.3,entsoe.eu,false,
2023-08-17 06:00:00,Belgium,Belgium,BE,51.6,81.45,86.91,25.77,entsoe.eu,false,
2023-08-17 07:00:00,Belgium,Belgium,BE,41.29,69.18,89.86,31.69,entsoe.eu,false,
2023-08-17 08:00:00,Belgium,Belgium,BE,40.72,70.07,90.12,39.21,entsoe.eu,false,
2023-08-17 09:00:00,Belgium,Belgium,BE,36.15,65.2,91.15,42.86,entsoe.eu,false,
2023-08-17 10:00:00,Belgium,Belgium,BE,49.67,83.63,87.89,46.83,entsoe.eu,false,
2023-08-17 11:00:00,Belgium,Belgium,BE,44.5,75.45,89.08,42.17,entsoe.eu,false,
2023-08-17 12:00:00,Belgium,Belgium,BE,42.76,72.82,88.99,36.58,entsoe.eu,false,
2023-08-17 13:00:00,Belgium,Belgium,BE,33.48,60.86,91.4,36.19,entsoe.eu,false,
2023-08-17 14:00:00,Belgium,Belgium,BE,40.95,70.99,89.42,36.44,entsoe.eu,false,
2023-08-17 15:00:00,Belgium,Belgium,BE,53.08,86.01,86.34,35.04,entsoe.eu,false,
2023-08-17 16:00:00,Belgium,Belgium,BE,82.54,122.28,78.78,28.6,entsoe.eu,false,
2023-08-17 17:00:00,Belgium,Belgium,BE,102.09,145.83,73.82,21.72,entsoe.eu,false,
2023-08-17 18:00:00,Belgium,Belgium,BE,107.55,150.41,73.5,19.56,entsoe.eu,false,
2023-08-17 19:00:00,Belgium,Belgium,BE,101.98,144.14,74.08,16.59,entsoe.eu,false,
2023-08-17 20:00:00,Belgium,Belgium,BE,103.99,147.49,73.28,15.72,entsoe.eu,false,
2023-08-17 21:00:00,Belgium,Belgium,BE,105.67,148.62,73.6,16.83,entsoe.eu,false,
2023-08-17 22:00:00,Belgium,Belgium,BE,71.35,105.44,81.83,16.91,entsoe.eu,false,
2023-08-17 23:00:00,Belgium,Belgium,BE,54.29,84.17,86.15,17.89,entsoe.eu,false,
2023-08-18 00:00:00,Belgium,Belgium,BE,51.83,81.28,86.74,17.46,entsoe.eu,false,
2023-08-18 01:00:00,Belgium,Belgium,BE,48.79,77.34,87.55,16.73,entsoe.eu,false,
2023-08-18 02:00:00,Belgium,Belgium,BE,51.89,81.6,86.78,16.36,entsoe.eu,false,
2023-08-18 03:00:00,Belgium,Belgium,BE,52.86,82.62,86.53,16.19,entsoe.eu,false,
2023-08-18 04:00:00,Belgium,Belgium,BE,57.89,88.14,85.63,16.56,entsoe.eu,false,
2023-08-18 05:00:00,Belgium,Belgium,BE,62.76,94.48,84.13,17.71,entsoe.eu,false,
2023-08-18 06:00:00,Belgium,Belgium,BE,65.85,99.06,83.33,20.62,entsoe.eu,false,
2023-08-18 07:00:00,Belgium,Belgium,BE,63.11,96.17,84.03,21.45,entsoe.eu,false,
2023-08-18 08:00:00,Belgium,Belgium,BE,61.72,95.38,84.43,24.6,entsoe.eu,false,
2023-08-18 09:00:00,Belgium,Belgium,BE,47.31,78.57,87.94,30.81,entsoe.eu,false,
2023-08-18 10:00:00,Belgium,Belgium,BE,38.72,70.83,90.6,43.04,entsoe.eu,false,
2023-08-18 11:00:00,Belgium,Belgium,BE,30.65,63.21,92.32,49.83,entsoe.eu,false,
2023-08-18 12:00:00,Belgium,Belgium,BE,30.06,63.74,92.52,53.48,entsoe.eu,false,
2023-08-18 13:00:00,Belgium,Belgium,BE,34.46,67.95,91.52,49.75,entsoe.eu,false,
2023-08-18 14:00:00,Belgium,Belgium,BE,37.25,69.63,90.42,42.64,entsoe.eu,false,
2023-08-18 15:00:00,Belgium,Belgium,BE,46.9,80.61,87.96,38.18,entsoe.eu,false,
2023-08-18 16:00:00,Belgium,Belgium,BE,68.6,105.1,83.23,30.78,entsoe.eu,false,
2023-08-18 17:00:00,Belgium,Belgium,BE,77.37,113.6,81.4,25.9,entsoe.eu,false,
2023-08-18 18:00:00,Belgium,Belgium,BE,87.82,126.55,77.69,20.45,entsoe.eu,false,
2023-08-18 19:00:00,Belgium,Belgium,BE,87.71,125.09,78.54,22.83,entsoe.eu,false,
2023-08-18 20:00:00,Belgium,Belgium,BE,108.06,150.04,74.27,21.89,entsoe.eu,false,
2023-08-18 21:00:00,Belgium,Belgium,BE,81.4,117.03,80.49,28.6,entsoe.eu,false,
2023-08-18 22:00:00,Belgium,Belgium,BE,54.59,83.15,86.9,32.94,entsoe.eu,false,
2023-08-18 23:00:00,Belgium,Belgium,BE,41.11,66.92,89.61,35.83,entsoe.eu,false,
2023-08-19 00:00:00,Belgium,Belgium,BE,42.49,68.62,89.27,35.35,entsoe.eu,false,
2023-08-19 01:00:00,Belgium,Belgium,BE,43.11,69.45,89.16,33.96,entsoe.eu,false,
2023-08-19 02:00:00,Belgium,Belgium,BE,39.29,64.44,90.16,35.38,entsoe.eu,false,
2023-08-19 03:00:00,Belgium,Belgium,BE,38.87,64.02,90.25,34.58,entsoe.eu,false,
2023-08-19 04:00:00,Belgium,Belgium,BE,52.88,80.96,87.53,30.64,entsoe.eu,false,
2023-08-19 05:00:00,Belgium,Belgium,BE,64.83,95.95,85.07,32.25,entsoe.eu,false,
2023-08-19 06:00:00,Belgium,Belgium,BE,55.2,86.15,86.79,35.11,entsoe.eu,false,
2023-08-19 07:00:00,Belgium,Belgium,BE,42.92,73.4,89.7,43.08,entsoe.eu,false,
2023-08-19 08:00:00,Belgium,Belgium,BE,50.68,84.96,88.05,50.68,entsoe.eu,false,
2023-08-19 09:00:00,Belgium,Belgium,BE,46.41,79.78,89.15,52.22,entsoe.eu,false,
2023-08-19 10:00:00,Belgium,Belgium,BE,61.68,97.8,85.55,49.61,entsoe.eu,false,
2023-08-19 11:00:00,Belgium,Belgium,BE,75.14,113.04,83.84,47.43,entsoe.eu,false,
2023-08-19 12:00:00,Belgium,Belgium,BE,55.18,90.48,87.11,52.35,entsoe.eu,false,
2023-08-19 13:00:00,Belgium,Belgium,BE,28.54,59.67,92.73,59.31,entsoe.eu,false,
2023-08-19 14:00:00,Belgium,Belgium,BE,27.19,58.35,92.99,61.86,entsoe.eu,false,
2023-08-19 15:00:00,Belgium,Belgium,BE,34.82,66.57,91.02,58.14,entsoe.eu,false,
2023-08-19 16:00:00,Belgium,Belgium,BE,50.31,83.38,87.07,47.67,entsoe.eu,false,
2023-08-19 17:00:00,Belgium,Belgium,BE,98.28,141.99,75.72,36.94,entsoe.eu,false,
2023-08-19 18:00:00,Belgium,Belgium,BE,120.57,167.68,70.83,27.35,entsoe.eu,false,
2023-08-19 19:00:00,Belgium,Belgium,BE,120.23,166.97,71.19,24.72,entsoe.eu,false,
2023-08-19 20:00:00,Belgium,Belgium,BE,132.64,182.56,68.22,20.56,entsoe.eu,false,
2023-08-19 21:00:00,Belgium,Belgium,BE,135.09,186.57,67.91,19.29,entsoe.eu,false,
2023-08-19 22:00:00,Belgium,Belgium,BE,134.8,185.56,67.79,14.76,entsoe.eu,false,
2023-08-19 23:00:00,Belgium,Belgium,BE,111.15,156.23,72.68,16.56,entsoe.eu,false,
2023-08-20 00:00:00,Belgium,Belgium,BE,125.14,175.25,70.76,15.28,entsoe.eu,false,
2023-08-20 01:00:00,Belgium,Belgium,BE,121.27,170.16,71.65,12.5,entsoe.eu,false,
2023-08-20 02:00:00,Belgium,Belgium,BE,123.02,172.75,71.02,12.52,entsoe.eu,false,
2023-08-20 03:00:00,Belgium,Belgium,BE,113.35,160.27,73.48,12.08,entsoe.eu,false,
2023-08-20 04:00:00,Belgium,Belgium,BE,109.87,155.05,75.1,12.21,entsoe.eu,false,
2023-08-20 05:00:00,Belgium,Belgium,BE,102.29,146.24,77.3,16.11,entsoe.eu,false,
2023-08-20 06:00:00,Belgium,Belgium,BE,105.39,152.34,77.01,26.57,entsoe.eu,false,
2023-08-20 07:00:00,Belgium,Belgium,BE,101.1,149.86,78.31,38.12,entsoe.eu,false,
2023-08-20 08:00:00,Belgium,Belgium,BE,106.87,158.78,77.34,47.57,entsoe.eu,false,
2023-08-20 09:00:00,Belgium,Belgium,BE,98.93,149.96,79.05,52.23,entsoe.eu,false,
2023-08-20 10:00:00,Belgium,Belgium,BE,93.4,143.42,80.5,55.24,entsoe.eu,false,
2023-08-20 11:00:00,Belgium,Belgium,BE,89.34,138.77,81.21,55.76,entsoe.eu,false,
2023-08-20 12:00:00,Belgium,Belgium,BE,91.89,141.93,80.41,54.11,entsoe.eu,false,
2023-08-20 13:00:00,Belgium,Belgium,BE,95.73,146.33,79.38,50.03,entsoe.eu,false,
2023-08-20 14:00:00,Belgium,Belgium,BE,99.36,150.28,78.23,45.57,entsoe.eu,false,
2023-08-20 15:00:00,Belgium,Belgium,BE,92.2,139.29,78.79,36.61,entsoe.eu,false,
2023-08-20 16:00:00,Belgium,Belgium,BE,129.11,183.86,69.58,27.48,entsoe.eu,false,
2023-08-20 17:00:00,Belgium,Belgium,BE,158.86,218.95,62.4,19.82,entsoe.eu,false,
2023-08-20 18:00:00,Belgium,Belgium,BE,172.48,234.31,59.57,14.28,entsoe.eu,false,
2023-08-20 19:00:00,Belgium,Belgium,BE,171.68,233.21,59.56,13.92,entsoe.eu,false,
2023-08-20 20:00:00,Belgium,Belgium,BE,177.24,240.7,58.07,14.12,entsoe.eu,false,
2023-08-20 21:00:00,Belgium,Belgium,BE,168.15,229.62,60.05,14.3,entsoe.eu,false,
2023-08-20 22:00:00,Belgium,Belgium,BE,132.8,185.24,68.71,15.98,entsoe.eu,false,
2023-08-20 23:00:00,Belgium,Belgium,BE,124.45,174.62,70.9,16.51,entsoe.eu,false,
2023-08-21 00:00:00,Belgium,Belgium,BE,121.82,172.15,71.1,15.79,entsoe.eu,false,
2023-08-21 01:00:00,Belgium,Belgium,BE,119.41,167.9,72.13,16.57,entsoe.eu,false,
2023-08-21 02:00:00,Belgium,Belgium,BE,118.28,167.43,71.68,14.37,entsoe.eu,false,
2023-08-21 03:00:00,Belgium,Belgium,BE,127.86,179.52,69.34,15.07,entsoe.eu,false,
2023-08-21 04:00:00,Belgium,Belgium,BE,141.51,196.48,66.02,15.35,entsoe.eu,false,
2023-08-21 05:00:00,Belgium,Belgium,BE,154.89,213.65,63.38,17.56,entsoe.eu,false,
2023-08-21 06:00:00,Belgium,Belgium,BE,146.83,204.74,65.67,23.78,entsoe.eu,false,
2023-08-21 07:00:00,Belgium,Belgium,BE,137.23,193.86,68.57,30.66,entsoe.eu,false,
2023-08-21 08:00:00,Belgium,Belgium,BE,113.63,165.71,74.65,40.54,entsoe.eu,false,
2023-08-21 09:00:00,Belgium,Belgium,BE,97.45,148.76,78.02,48.72,entsoe.eu,false,
2023-08-21 10:00:00,Belgium,Belgium,BE,97.99,149.01,78.76,52.99,entsoe.eu,false,
2023-08-21 11:00:00,Belgium,Belgium,BE,94.71,145.78,78.98,53.14,entsoe.eu,false,
2023-08-21 12:00:00,Belgium,Belgium,BE,99.77,150.9,79.49,54.37,entsoe.eu,false,
2023-08-21 13:00:00,Belgium,Belgium,BE,106.47,159.02,77.24,50.86,entsoe.eu,false,
2023-08-21 14:00:00,Belgium,Belgium,BE,103.84,156.45,76.51,46.3,entsoe.eu,false,
2023-08-21 15:00:00,Belgium,Belgium,BE,135.88,194.59,68.19,37.56,entsoe.eu,false,
2023-08-21 16:00:00,Belgium,Belgium,BE,173.67,240.01,58.56,26.9,entsoe.eu,false,
2023-08-21 17:00:00,Belgium,Belgium,BE,195.69,266.16,52.97,17.93,entsoe.eu,false,
2023-08-21 18:00:00,Belgium,Belgium,BE,206.4,278.59,50.2,12.66,entsoe.eu,false,
2023-08-21 19:00:00,Belgium,Belgium,BE,209.97,282.31,49.82,11.37,entsoe.eu,false,
2023-08-21 20:00:00,Belgium,Belgium,BE,214.54,287.22,49.71,10.06,entsoe.eu,false,
2023-08-21 21:00:00,Belgium,Belgium,BE,224.18,299.93,47.22,9.58,entsoe.eu,false,
2023-08-21 22:00:00,Belgium,Belgium,BE,223.16,300.08,46.47,11.58,entsoe.eu,false,
2023-08-21 23:00:00,Belgium,Belgium,BE,227.5,305.14,45.73,11.38,entsoe.eu,false,
2023-08-22 00:00:00,Belgium,Belgium,BE,175.47,238.65,56.6,12.98,entsoe.eu,false,
2023-08-22 01:00:00,Belgium,Belgium,BE,151.74,208.61,61.71,12.14,entsoe.eu,false,
2023-08-22 02:00:00,Belgium,Belgium,BE,146.91,202.59,62.95,12.57,entsoe.eu,false,
2023-08-22 03:00:00,Belgium,Belgium,BE,153.81,211.44,61.5,12.45,entsoe.eu,false,
2023-08-22 04:00:00,Belgium,Belgium,BE,143.92,199.01,63.65,14.36,entsoe.eu,false,
2023-08-22 05:00:00,Belgium,Belgium,BE,135.25,188.03,65.76,19.47,entsoe.eu,false,
2023-08-22 06:00:00,Belgium,Belgium,BE,145.15,201.24,64.93,27.44,entsoe.eu,false,
2023-08-22 07:00:00,Belgium,Belgium,BE,158.84,218.05,64.08,31.97,entsoe.eu,false,
2023-08-22 08:00:00,Belgium,Belgium,BE,147.22,205.35,66.41,36.54,entsoe.eu,false,
2023-08-22 09:00:00,Belgium,Belgium,BE,124.89,180.17,69.68,39.92,entsoe.eu,false,
2023-08-22 10:00:00,Belgium,Belgium,BE,121.22,173.74,73.84,46.8,entsoe.eu,false,
2023-08-22 11:00:00,Belgium,Belgium,BE,117.42,169.3,74.6,47.63,entsoe.eu,false,
2023-08-22 12:00:00,Belgium,Belgium,BE,112.09,163.91,74.29,46.63,entsoe.eu,false,
2023-08-22 13:00:00,Belgium,Belgium,BE,100.79,150.45,76.73,48.42,entsoe.eu,false,
2023-08-22 14:00:00,Belgium,Belgium,BE,102.99,154.22,74.86,45.36,entsoe.eu,false,
2023-08-22 15:00:00,Belgium,Belgium,BE,114.31,166.84,71.45,36.91,entsoe.eu,false,
2023-08-22 16:00:00,Belgium,Belgium,BE,148.56,208.13,63.02,27.39,entsoe.eu,false,
2023-08-22 17:00:00,Belgium,Belgium,BE,173.42,235.95,58.01,20.3,entsoe.eu,false,
2023-08-22 18:00:00,Belgium,Belgium,BE,173.9,235.15,57.28,13.78,entsoe.eu,false,
2023-08-22 19:00:00,Belgium,Belgium,BE,198.42,265.88,51.47,12.6,entsoe.eu,false,
2023-08-22 20:00:00,Belgium,Belgium,BE,195.66,260.48,54.35,11.92,entsoe.eu,false,
2023-08-22 21:00:00,Belgium,Belgium,BE,217.04,288.34,48.56,11.88,entsoe.eu,false,
2023-08-22 22:00:00,Belgium,Belgium,BE,189.21,256.02,52.65,10.78,entsoe.eu,false,
2023-08-22 23:00:00,Belgium,Belgium,BE,177.96,242.42,54.8,9.19,entsoe.eu,false,
2023-08-23 00:00:00,Belgium,Belgium,BE,177.87,242.15,55.03,8.46,entsoe.eu,false,
2023-08-23 01:00:00,Belgium,Belgium,BE,163.29,224.24,57.92,8.23,entsoe.eu,false,
2023-08-23 02:00:00,Belgium,Belgium,BE,159.87,219.86,58.73,8.81,entsoe.eu,false,
2023-08-23 03:00:00,Belgium,Belgium,BE,158.31,217.71,59.13,8.23,entsoe.eu,false,
2023-08-23 04:00:00,Belgium,Belgium,BE,160.06,219.5,58.85,8.41,entsoe.eu,false,
2023-08-23 05:00:00,Belgium,Belgium,BE,154.38,212.36,60.46,12.06,entsoe.eu,false,
2023-08-23 06:00:00,Belgium,Belgium,BE,137.81,193.61,64.72,20.5,entsoe.eu,false,
2023-08-23 07:00:00,Belgium,Belgium,BE,137.05,194.62,66.92,34.22,entsoe.eu,false,
2023-08-23 08:00:00,Belgium,Belgium,BE,137.43,194.36,69.75,44.52,entsoe.eu,false,
2023-08-23 09:00:00,Belgium,Belgium,BE,108.92,162.48,73.79,49.64,entsoe.eu,false,
2023-08-23 10:00:00,Belgium,Belgium,BE,93.45,144.08,77.3,53.76,entsoe.eu,false,
2023-08-23 11:00:00,Belgium,Belgium,BE,85.53,134.58,79.09,55.18,entsoe.eu,false,
2023-08-23 12:00:00,Belgium,Belgium,BE,84.0,132.8,79.21,54.44,entsoe.eu,false,
2023-08-23 13:00:00,Belgium,Belgium,BE,90.81,140.85,77.46,51.34,entsoe.eu,false,
2023-08-23 14:00:00,Belgium,Belgium,BE,121.33,176.89,70.99,44.66,entsoe.eu,false,
2023-08-23 15:00:00,Belgium,Belgium,BE,160.85,222.9,63.13,36.19,entsoe.eu,false,
